transaction_id,customer_id,flavour_id,quantity_liters,transaction_date,transaction_country,transaction_town,postal_code,amount_dollar,generation_date,batch_number
16050,19,285,0,1/6/24,ISRAEL,Beer Sheva,RTBCM4,192000,5/5/24,1
16051,60,290,96000,7/9/24,BRAZIL,Fortaleza,Y0ZZ54,442000,5/5/24,1
16052,71,242,65000,1/20/24,ISRAEL,Petah Tikva,3B3I3Q,471000,5/5/24,1
16053,8,381,39000,9/28/23,CHINA,Nanjing,FKEZSG,487000,5/5/24,1
16054,5,257,40000,9/30/23,JAPAN,Kyoto,MH7M62,201000,5/5/24,1
16055,39,268,90000,3/21/23,CHINA,Shanghai,TU7M0O,757000,5/5/24,1
16056,65,415,99000,1/13/24,FRANCE,Nice,7ZEBIZ,1449000,5/5/24,1
16057,17,91,30000,4/10/24,SPAIN,Seville,7G6R0E,656000,5/5/24,1
16058,45,117,14000,5/6/23,ISRAEL,Tel Aviv,DRS94J,1368000,5/5/24,1
16059,20,202,19000,2/22/24,SPAIN,Málaga,780P3M,276000,5/5/24,1
16060,56,419,10000,9/14/23,FRANCE,Bordeaux,NVSKRB,1578000,5/5/24,1
16061,20,312,28000,9/28/24,BRAZIL,Fortaleza,DYDA7S,1910000,5/5/24,1
16062,1,430,97000,4/20/24,SPAIN,Madrid,NTOOPH,620000,5/5/24,1
16063,4,266,37000,10/17/24,INDIA,Delhi,AVZL65,788000,5/5/24,1
16064,1,460,27000,2/20/24,JAPAN,Sapporo,U32IXN,685000,5/5/24,1
16065,14,474,6000,10/23/24,CANADA,Calgary,J9Z7I8,1058000,5/5/24,1
16066,18,59,6000,10/22/23,SPAIN,Málaga,GOYC18,1070000,5/5/24,1
16067,66,223,70000,12/5/24,INDIA,Chennai,1ZRAJF,505000,5/5/24,1
16068,51,238,70000,1/10/25,GERMANY,Hamburg,U458TX,1967000,5/5/24,1
16069,8,122,41000,6/15/24,BRAZIL,Fortaleza,GCUJO7,662000,5/5/24,1
16070,52,191,87000,3/22/23,JAPAN,Sapporo,SI4VCU,1648000,5/5/24,1
16071,64,86,80000,3/16/23,FRANCE,Marseille,8KZJ0R,755000,5/5/24,1
16072,65,397,5000,2/25/23,BRAZIL,Fortaleza,6KQN1H,1673000,5/5/24,1
16073,8,236,48000,5/27/23,JAPAN,Tokyo,11R7P0,668000,5/5/24,1
16074,28,247,99000,11/1/23,CANADA,Vancouver,DM6AXN,590000,5/5/24,1
16075,51,267,55000,9/28/23,SPAIN,Barcelona,D76M07,681000,5/5/24,1
16076,67,47,56000,1/4/24,CHINA,Nanjing,LDA806,10000,5/5/24,1
16077,8,147,72000,11/6/23,INDIA,Kolkata,ORUT2T,12000,5/5/24,1
16078,16,125,79000,7/12/23,ISRAEL,Jerusalem,TJATO1,1647000,5/5/24,1
16079,62,134,20000,2/13/24,ISRAEL,Tel Aviv,7PS3KF,1808000,5/5/24,1
16080,75,4,85000,10/30/24,GERMANY,Berlin,8MKT9X,416000,5/5/24,1
16081,45,383,85000,4/26/23,CHINA,Beijing,14GNTJ,437000,5/5/24,1
16082,53,283,93000,9/1/24,CHINA,Shenzhen,LNPMGD,499000,5/5/24,1
16083,3,450,34000,3/26/24,FRANCE,Strasbourg,P4O03C,435000,5/5/24,1
16084,32,413,48000,2/27/23,CANADA,Edmonton,ODRAVE,1022000,5/5/24,1
16085,64,357,2000,6/10/23,SPAIN,Valencia,E4BZD6,610000,5/5/24,1
16086,27,446,43000,9/13/23,INDIA,Mumbai,20QE89,1893000,5/5/24,1
16087,5,214,20000,6/28/23,BRAZIL,Belém,2H11QQ,10000,5/5/24,1
16088,69,434,34000,2/26/23,BRAZIL,Porto Alegre,BOU2OR,1302000,5/5/24,1
16089,71,171,95000,12/3/24,CANADA,Montreal,RTT5IC,1925000,5/5/24,1
16090,64,109,7000,10/31/23,CHINA,Beijing,HNGJAJ,681000,5/5/24,1
16091,9,75,47000,5/21/24,CHINA,Chengdu,K1TFM5,1222000,5/5/24,1
16092,48,197,9000,3/24/24,INDIA,Mumbai,NAHM4M,143000,5/5/24,1
16093,61,102,63000,9/13/23,JAPAN,Fukuoka,VXXGQO,93000,5/5/24,1
16094,9,176,71000,1/13/25,SPAIN,Valencia,REC7KR,430000,5/5/24,1
16095,8,248,87000,10/1/23,JAPAN,Tokyo,I6OA97,770000,5/5/24,1
16096,66,97,29000,6/13/24,GERMANY,Munich,JBNBMP,734000,5/5/24,1
16097,74,412,63000,11/28/23,SPAIN,Granada,CES8JT,1699000,5/5/24,1
16098,40,457,57000,7/24/24,GERMANY,Berlin,LO7E00,1244000,5/5/24,1
16099,39,259,45000,1/3/25,JAPAN,Tokyo,MM59TE,915000,5/5/24,1
16100,4,348,74000,3/15/24,ISRAEL,Petah Tikva,CN2XU4,1489000,5/5/24,1
16101,11,316,4000,4/1/24,ISRAEL,Tel Aviv,1JYAFN,1095000,5/5/24,1
16102,5,79,79000,1/2/24,CANADA,Ottawa,LXKCGA,37000,5/5/24,1
16103,11,138,12000,6/25/24,FRANCE,Bordeaux,DMRLOK,1511000,5/5/24,1
16104,65,102,68000,1/12/25,GERMANY,Munich,AZUHY2,1405000,5/5/24,1
16105,3,161,67000,10/29/24,CANADA,Edmonton,YP0EOI,1879000,5/5/24,1
16106,58,346,95000,11/16/23,JAPAN,Nagoya,T1QZ23,1110000,5/5/24,1
16107,55,315,40000,7/21/23,GERMANY,Cologne,1FB2R0,808000,5/5/24,1
16108,17,180,40000,3/10/24,BRAZIL,Brasília,P67TKL,1606000,5/5/24,1
16109,30,303,18000,8/7/23,ISRAEL,Haifa,9HGICH,1063000,5/5/24,1
16110,14,277,86000,5/14/24,JAPAN,Sapporo,75VLST,838000,5/5/24,1
16111,47,201,76000,11/27/23,BRAZIL,Porto Alegre,BOU47M,632000,5/5/24,1
16112,38,435,3000,7/30/23,JAPAN,Nagoya,XCB6VO,1221000,5/5/24,1
16113,14,253,12000,3/30/24,INDIA,Kolkata,K4543B,600000,5/5/24,1
16114,41,29,27000,5/21/24,FRANCE,Strasbourg,989H6S,468000,5/5/24,1
16115,46,197,46000,10/11/24,INDIA,Kolkata,08IHYD,1765000,5/5/24,1
16116,62,423,90000,12/18/23,CHINA,Shanghai,R8HQ6R,1698000,5/5/24,1
16117,60,374,19000,7/18/24,INDIA,Delhi,2DRQFB,1571000,5/5/24,1
16118,63,137,75000,12/16/23,ISRAEL,Petah Tikva,2F0FS8,572000,5/5/24,1
16119,36,378,34000,1/29/24,CHINA,Shenzhen,FGX68T,405000,5/5/24,1
16120,46,172,65000,3/31/24,CHINA,Beijing,P7GTS2,523000,5/5/24,1
16121,70,224,40000,10/7/24,CHINA,Shanghai,KSD6RP,989000,5/5/24,1
16122,61,88,46000,11/25/23,CANADA,Vancouver,QUX40M,177000,5/5/24,1
16123,8,411,92000,7/31/23,ISRAEL,Tel Aviv,IRPDVY,1498000,5/5/24,1
16124,1,33,31000,7/6/24,INDIA,Delhi,5409KB,1289000,5/5/24,1
16125,31,381,65000,1/5/25,SPAIN,Barcelona,X1I5B6,1572000,5/5/24,1
16126,22,210,19000,12/1/23,GERMANY,Düsseldorf,4DE409,1106000,5/5/24,1
16127,49,312,57000,6/1/23,CANADA,Calgary,KTQPZ4,350000,5/5/24,1
16128,67,121,90000,8/13/23,CHINA,Nanjing,9NAU19,1537000,5/5/24,1
16129,5,334,43000,8/22/24,BRAZIL,Porto Alegre,R6ZK9E,1439000,5/5/24,1
16130,30,71,50000,11/16/24,GERMANY,Cologne,ERJAA6,248000,5/5/24,1
16131,69,110,57000,1/6/24,BRAZIL,Rio de Janeiro,NKZPBI,1158000,5/5/24,1
16132,41,441,55000,9/9/23,FRANCE,Paris,L7BQUH,1039000,5/5/24,1
16133,26,367,4000,7/13/24,FRANCE,Nice,Z0M4PV,289000,5/5/24,1
16134,33,479,92000,3/16/24,GERMANY,Berlin,NTS09S,501000,5/5/24,1
16135,17,76,77000,3/12/24,CANADA,Vancouver,LE9FN2,1297000,5/5/24,1
16136,67,57,26000,4/30/23,CANADA,Toronto,L8IPZA,1882000,5/5/24,1
16137,53,310,29000,5/14/24,JAPAN,Osaka,Z85OKJ,53000,5/5/24,1
16138,24,154,8000,5/29/24,SPAIN,Madrid,C03MUU,326000,5/5/24,1
16139,45,283,69000,2/6/24,FRANCE,Lyon,H28MGA,712000,5/5/24,1
16140,33,439,29000,5/22/23,GERMANY,Frankfurt,86Q9II,1910000,5/5/24,1
16141,16,361,4000,10/9/23,CHINA,Shanghai,9JZDI6,1105000,5/5/24,1
16142,9,141,23000,12/23/24,GERMANY,Hamburg,N16ASE,800000,5/5/24,1
16143,29,387,21000,3/10/23,FRANCE,Strasbourg,SF5UTM,495000,5/5/24,1
16144,21,251,28000,6/4/23,BRAZIL,Fortaleza,JH1LZO,844000,5/5/24,1
16145,5,340,45000,5/22/24,BRAZIL,Brasília,VB42N0,1526000,5/5/24,1
16146,67,92,67000,3/8/23,FRANCE,Nice,GK73EH,692000,5/5/24,1
16147,41,452,86000,1/4/24,BRAZIL,Porto Alegre,QXFZS4,769000,5/5/24,1
16148,72,110,72000,4/2/24,SPAIN,Valencia,JL30P9,690000,5/5/24,1
16149,8,99,99000,11/14/23,BRAZIL,Belém,BZVDP4,797000,5/5/24,1
16150,24,491,58000,11/5/24,FRANCE,Strasbourg,BJORL3,1853000,5/5/24,1
16151,51,226,25000,8/23/24,FRANCE,Bordeaux,96JM08,1430000,5/5/24,1
16152,67,401,99000,8/3/24,CHINA,Nanjing,G1333O,40000,5/5/24,1
16153,21,215,6000,1/8/25,ISRAEL,Ramat Gan,ID4ERM,1753000,5/5/24,1
16154,42,23,14000,9/8/24,ISRAEL,Haifa,MIIH9E,912000,5/5/24,1
16155,7,418,25000,9/27/23,INDIA,Chennai,Z5MJOA,1759000,5/5/24,1
16156,30,283,1000,8/14/23,ISRAEL,Beer Sheva,45YRKV,1479000,5/5/24,1
16157,3,285,38000,10/19/24,INDIA,Delhi,44K8D7,906000,5/5/24,1
16158,32,356,77000,7/9/24,CHINA,Nanjing,NRBHNU,714000,5/5/24,1
16159,72,444,28000,8/18/23,INDIA,Kolkata,N3F61X,87000,5/5/24,1
16160,1,346,84000,12/31/23,JAPAN,Kyoto,OPTHF3,1747000,5/5/24,1
16161,9,213,65000,6/28/23,JAPAN,Osaka,4EPMQR,1303000,5/5/24,1
16162,13,322,69000,3/10/24,JAPAN,Tokyo,P3ATTD,676000,5/5/24,1
16163,71,99,13000,9/1/23,CANADA,Edmonton,ULUXB5,466000,5/5/24,1
16164,6,240,51000,4/8/23,BRAZIL,São Paulo,LU7FDL,25000,5/5/24,1
16165,40,91,20000,12/20/24,JAPAN,Osaka,L9GJA8,418000,5/5/24,1
16166,61,283,75000,8/5/23,ISRAEL,Ramat Gan,JVH89T,704000,5/5/24,1
16167,66,389,22000,10/24/24,SPAIN,Granada,94Z39V,1713000,5/5/24,1
16168,69,422,20000,5/3/24,CANADA,Toronto,EQ73QE,1136000,5/5/24,1
16169,12,445,85000,1/17/24,ISRAEL,Jerusalem,F3YG3H,743000,5/5/24,1
16170,14,221,11000,4/10/23,ISRAEL,Petah Tikva,9ZK1VI,507000,5/5/24,1
16171,13,397,74000,7/18/24,GERMANY,Berlin,00SF0J,1098000,5/5/24,1
16172,42,469,77000,8/3/24,ISRAEL,Haifa,KLI048,346000,5/5/24,1
16173,29,31,64000,11/15/23,CHINA,Shanghai,BQU3VI,667000,5/5/24,1
16174,17,322,69000,2/20/24,JAPAN,Nagoya,ZCZ7GD,28000,5/5/24,1
16175,3,124,10000,2/16/23,INDIA,Delhi,9ALT4V,1059000,5/5/24,1
16176,23,474,81000,2/20/23,BRAZIL,Porto Alegre,9RJ3SL,579000,5/5/24,1
16177,24,84,60000,12/11/24,BRAZIL,Porto Alegre,A5Y0XL,1744000,5/5/24,1
16178,48,382,40000,5/4/24,INDIA,Hyderabad,5Q9KS0,1779000,5/5/24,1
16179,31,141,7000,9/1/23,GERMANY,Cologne,9I7V56,1286000,5/5/24,1
16180,57,492,78000,6/9/24,INDIA,Hyderabad,88BNTR,591000,5/5/24,1
16181,12,486,42000,12/26/24,JAPAN,Sapporo,R1680A,1710000,5/5/24,1
16182,61,109,74000,8/31/23,FRANCE,Nice,1Q5IFK,1001000,5/5/24,1
16183,6,285,49000,3/9/23,INDIA,Bangalore,B0FQTS,1165000,5/5/24,1
16184,27,487,13000,8/17/24,CHINA,Guangzhou,S5YSXT,1278000,5/5/24,1
16185,57,482,68000,8/31/24,BRAZIL,Rio de Janeiro,TSYJKP,57000,5/5/24,1
16186,19,71,60000,3/9/23,CHINA,Beijing,A4S2KI,197000,5/5/24,1
16187,75,376,55000,11/15/23,CANADA,Calgary,KPB1TQ,758000,5/5/24,1
16188,18,368,79000,8/23/23,JAPAN,Nagoya,OXBCRH,203000,5/5/24,1
16189,21,66,13000,2/23/23,ISRAEL,Jerusalem,DL4ODQ,464000,5/5/24,1
16190,27,202,52000,7/2/24,GERMANY,Düsseldorf,RKG0TB,1123000,5/5/24,1
16191,2,215,88000,7/31/23,INDIA,Chennai,78HOYJ,1118000,5/5/24,1
16192,70,426,1000,2/23/23,CANADA,Montreal,UDSS9D,1959000,5/5/24,1
16193,27,282,70000,3/10/24,ISRAEL,Ramat Gan,YN3CCR,107000,5/5/24,1
16194,23,328,73000,12/10/23,BRAZIL,Rio de Janeiro,RBV843,1837000,5/5/24,1
16195,29,476,50000,2/17/24,ISRAEL,Jerusalem,RAPANI,57000,5/5/24,1
16196,13,416,94000,5/12/23,CHINA,Shanghai,6XLZNL,576000,5/5/24,1
16197,13,313,94000,1/14/24,JAPAN,Fukuoka,SZ6BLN,1883000,5/5/24,1
16198,62,172,64000,4/18/23,CANADA,Ottawa,862IR7,85000,5/5/24,1
16199,38,382,72000,7/25/23,ISRAEL,Haifa,PT6N2L,1094000,5/5/24,1
16200,62,310,46000,10/12/24,CHINA,Shanghai,4HEP1G,415000,5/5/24,1
16201,23,129,59000,12/23/23,BRAZIL,Porto Alegre,A5F242,652000,5/5/24,1
16202,58,221,60000,11/9/23,SPAIN,Barcelona,7CZ4NE,1096000,5/5/24,1
16203,23,59,56000,11/12/23,SPAIN,Seville,U0IQD1,62000,5/5/24,1
16204,48,56,52000,2/17/24,ISRAEL,Jerusalem,6SRLRF,420000,5/5/24,1
16205,29,79,63000,1/17/24,SPAIN,Valencia,H6OZK2,821000,5/5/24,1
16206,4,338,5000,2/24/23,CANADA,Ottawa,DI3Y5Q,923000,5/5/24,1
16207,52,240,73000,5/23/24,GERMANY,Hamburg,03SAZE,356000,5/5/24,1
16208,16,235,78000,2/4/24,BRAZIL,São Paulo,CDKSAD,1819000,5/5/24,1
16209,33,193,74000,6/1/23,GERMANY,Düsseldorf,C48SAU,1669000,5/5/24,1
16210,30,337,32000,8/24/23,BRAZIL,Belém,1PNE10,400000,5/5/24,1
16211,18,381,8000,3/28/23,BRAZIL,Belém,1RDIGS,1845000,5/5/24,1
16212,20,328,35000,4/21/23,SPAIN,Seville,GB4357,1561000,5/5/24,1
16213,17,383,31000,5/17/24,GERMANY,Düsseldorf,FYH98R,518000,5/5/24,1
16214,22,423,35000,5/27/24,INDIA,Kolkata,AHK74B,1824000,5/5/24,1
16215,7,167,49000,2/3/24,INDIA,Kolkata,JT2RHD,921000,5/5/24,1
16216,23,299,55000,10/24/23,INDIA,Delhi,1Z7L3E,1997000,5/5/24,1
16217,60,354,51000,3/9/24,SPAIN,Madrid,9GRDRM,1980000,5/5/24,1
16218,5,483,39000,9/25/24,BRAZIL,Belém,ZM1EX3,1825000,5/5/24,1
16219,39,241,22000,11/5/24,GERMANY,Munich,L7SAMD,398000,5/5/24,1
16220,64,10,80000,6/15/23,BRAZIL,São Paulo,YTRR13,482000,5/5/24,1
16221,30,369,43000,10/7/23,CHINA,Shanghai,8VET6N,950000,5/5/24,1
16222,16,133,5000,10/3/23,SPAIN,Valencia,7T1CV8,1792000,5/5/24,1
16223,56,489,48000,7/13/23,ISRAEL,Tel Aviv,0GFOUU,498000,5/5/24,1
16224,72,240,25000,4/25/23,BRAZIL,Fortaleza,0AN12Y,475000,5/5/24,1
16225,8,324,86000,8/1/23,GERMANY,Cologne,1TG2AB,1466000,5/5/24,1
16226,71,399,75000,1/6/24,SPAIN,Seville,MI68GD,390000,5/5/24,1
16227,56,400,8000,11/8/24,CANADA,Ottawa,SHCT29,1465000,5/5/24,1
16228,29,319,50000,8/19/23,CANADA,Toronto,4TMKOE,1636000,5/5/24,1
16229,57,99,10000,2/19/24,CANADA,Toronto,CSU5E9,651000,5/5/24,1
16230,50,280,75000,12/10/24,SPAIN,Madrid,VA7EHD,1685000,5/5/24,1
16231,70,133,31000,12/13/24,CANADA,Edmonton,XRRML5,1265000,5/5/24,1
16232,55,219,60000,12/1/24,FRANCE,Marseille,7S2TMK,710000,5/5/24,1
16233,9,38,16000,5/11/23,INDIA,Chennai,MNQORL,629000,5/5/24,1
16234,23,32,18000,10/31/23,ISRAEL,Tel Aviv,S4L582,1723000,5/5/24,1
16235,3,492,95000,7/1/23,ISRAEL,Haifa,Y3O1BZ,1539000,5/5/24,1
16236,44,145,43000,8/20/24,CHINA,Nanjing,KLJQVS,562000,5/5/24,1
16237,31,52,64000,9/16/23,CANADA,Vancouver,VR7M3V,766000,5/5/24,1
16238,3,115,31000,3/9/24,FRANCE,Paris,ILFZLY,1901000,5/5/24,1
16239,4,248,91000,8/14/23,CHINA,Shanghai,BBMQ4Y,356000,5/5/24,1
16240,34,238,46000,10/7/24,INDIA,Delhi,ANTV36,627000,5/5/24,1
16241,62,319,47000,6/30/24,INDIA,Bangalore,DDGA84,1654000,5/5/24,1
16242,35,324,32000,6/30/23,CANADA,Calgary,5ZQRHG,1788000,5/5/24,1
16243,29,181,98000,5/14/23,FRANCE,Paris,4RR1DP,686000,5/5/24,1
16244,16,270,0,8/30/24,FRANCE,Marseille,GOPMTS,1519000,5/5/24,1
16245,39,316,79000,4/29/23,CHINA,Shanghai,XRSKHI,374000,5/5/24,1
16246,4,414,58000,3/30/24,CANADA,Ottawa,O5169R,721000,5/5/24,1
16247,16,188,34000,3/10/23,CANADA,Edmonton,KIHJ7C,330000,5/5/24,1
16248,52,98,76000,12/24/24,CANADA,Edmonton,K5PJZ7,341000,5/5/24,1
16249,50,96,54000,8/12/23,CANADA,Calgary,YDJCL8,355000,5/5/24,1
16250,52,242,37000,4/10/24,INDIA,Mumbai,U8ZDHQ,19000,5/5/24,1
16251,34,494,45000,4/18/23,SPAIN,Valencia,8E8GDU,1817000,5/5/24,1
16252,4,466,17000,5/14/23,SPAIN,Seville,YSNAZG,894000,5/5/24,1
16253,65,120,92000,11/16/23,BRAZIL,São Paulo,XD2GBX,267000,5/5/24,1
16254,64,475,0,12/12/23,FRANCE,Paris,VXMI5N,207000,5/5/24,1
16255,11,222,61000,6/8/23,JAPAN,Osaka,DEDFJP,1812000,5/5/24,1
16256,10,348,81000,11/22/23,SPAIN,Málaga,VHNXVY,1759000,5/5/24,1
16257,45,47,80000,8/18/24,BRAZIL,Rio de Janeiro,JSSZGD,885000,5/5/24,1
16258,13,190,3000,2/14/24,CANADA,Edmonton,U4DUFU,1165000,5/5/24,1
16259,59,103,30000,5/29/24,SPAIN,Madrid,BE319Z,34000,5/5/24,1
16260,23,76,56000,3/15/23,FRANCE,Marseille,2N3MSP,1732000,5/5/24,1
16261,61,243,74000,4/30/24,CANADA,Montreal,6VYXBT,1235000,5/5/24,1
16262,40,465,23000,5/21/24,INDIA,Mumbai,FN7GF6,1712000,5/5/24,1
16263,40,500,94000,7/24/24,JAPAN,Tokyo,5Q0MMA,1665000,5/5/24,1
16264,9,163,81000,8/11/24,SPAIN,Madrid,62EPXI,1142000,5/5/24,1
16265,54,68,84000,5/26/23,BRAZIL,Rio de Janeiro,A11LLI,1346000,5/5/24,1
16266,46,316,6000,2/23/23,CANADA,Edmonton,XBVHDD,1685000,5/5/24,1
16267,56,343,87000,7/10/24,CANADA,Calgary,O29M37,1498000,5/5/24,1
16268,16,57,22000,2/20/24,BRAZIL,Rio de Janeiro,H4IZ1X,836000,5/5/24,1
16269,72,278,96000,6/5/24,FRANCE,Marseille,JARNHV,791000,5/5/24,1
16270,5,323,99000,11/12/23,ISRAEL,Tel Aviv,3JDMNU,657000,5/5/24,1
16271,57,414,23000,7/11/23,ISRAEL,Jerusalem,QLAIA6,960000,5/5/24,1
16272,60,259,46000,8/29/23,GERMANY,Cologne,7VD5YD,60000,5/5/24,1
16273,25,71,99000,1/13/25,INDIA,Delhi,Z4B99R,3000,5/5/24,1
16274,27,202,43000,9/2/23,ISRAEL,Beer Sheva,GK7GNO,1718000,5/5/24,1
16275,8,204,69000,5/5/23,JAPAN,Kyoto,ED5XIC,1473000,5/5/24,1
16276,57,254,37000,4/10/24,CANADA,Vancouver,RSJ780,785000,5/5/24,1
16277,64,98,54000,7/9/24,INDIA,Delhi,X6KY9M,1502000,5/5/24,1
16278,64,385,11000,10/24/24,ISRAEL,Tel Aviv,OITZK1,1645000,5/5/24,1
16279,46,177,71000,7/6/23,CANADA,Toronto,MDEZH5,401000,5/5/24,1
16280,54,410,25000,8/22/24,BRAZIL,São Paulo,F4430P,613000,5/5/24,1
16281,37,435,27000,4/22/23,BRAZIL,Porto Alegre,NF9B3Q,1246000,5/5/24,1
16282,2,150,83000,5/26/23,CHINA,Shenzhen,LJ1Q0V,1596000,5/5/24,1
16283,42,453,33000,11/29/23,SPAIN,Madrid,K92T3F,964000,5/5/24,1
16284,54,441,98000,2/27/23,CANADA,Ottawa,YDRDDT,1071000,5/5/24,1
16285,70,77,87000,2/22/24,ISRAEL,Ramat Gan,XLT8YZ,704000,5/5/24,1
16286,75,190,52000,5/29/24,INDIA,Delhi,YOAYMA,1840000,5/5/24,1
16287,33,434,7000,4/17/24,JAPAN,Tokyo,FS0NSQ,340000,5/5/24,1
16288,52,170,41000,3/18/23,JAPAN,Osaka,7MVEBM,1444000,5/5/24,1
16289,73,403,53000,4/18/24,JAPAN,Nagoya,XYFKM8,347000,5/5/24,1
16290,75,369,64000,3/12/23,CANADA,Ottawa,LD0T6Y,1731000,5/5/24,1
16291,39,166,13000,12/8/24,FRANCE,Paris,2QCXE5,21000,5/5/24,1
16292,28,239,11000,8/17/24,INDIA,Hyderabad,B25HXH,1362000,5/5/24,1
16293,36,320,52000,3/5/24,INDIA,Hyderabad,0K4T8N,1043000,5/5/24,1
16294,75,89,92000,10/18/23,CANADA,Ottawa,AGAQQU,709000,5/5/24,1
16295,62,138,82000,6/27/23,BRAZIL,Brasília,OP0YOA,1687000,5/5/24,1
16296,35,460,25000,9/29/24,SPAIN,Seville,GCTL8G,958000,5/5/24,1
16297,20,228,59000,6/12/23,CHINA,Beijing,Y5TFLH,227000,5/5/24,1
16298,52,460,4000,4/23/24,BRAZIL,Belém,CQZDME,1381000,5/5/24,1
16299,19,331,39000,7/11/23,ISRAEL,Jerusalem,98Z22Z,675000,5/5/24,1
16300,56,471,84000,6/24/23,ISRAEL,Jerusalem,28KTTX,1259000,5/5/24,1
16301,22,421,90000,4/7/24,CANADA,Toronto,RU3R6Q,1088000,5/5/24,1
16302,64,252,88000,5/20/23,BRAZIL,Porto Alegre,1YF641,568000,5/5/24,1
16303,19,80,98000,5/27/24,BRAZIL,Fortaleza,PQRTOG,1755000,5/5/24,1
16304,4,282,14000,9/6/23,JAPAN,Tokyo,SC1HYK,805000,5/5/24,1
16305,25,139,49000,4/15/24,GERMANY,Munich,RBM2V8,1787000,5/5/24,1
16306,4,150,3000,12/28/24,FRANCE,Marseille,ADHJT1,1775000,5/5/24,1
16307,50,445,72000,6/20/23,INDIA,Kolkata,MXQKI6,380000,5/5/24,1
16308,29,268,61000,10/6/24,CHINA,Shenzhen,7U95UA,449000,5/5/24,1
16309,60,322,95000,10/2/23,BRAZIL,São Paulo,JO2S6T,366000,5/5/24,1
16310,67,3,18000,10/19/24,ISRAEL,Haifa,K40XA3,1732000,5/5/24,1
16311,24,452,97000,9/19/23,GERMANY,Munich,94QPCE,782000,5/6/24,2
16312,16,341,97000,10/24/23,CHINA,Nanjing,8O5EGX,557000,5/5/24,1
16313,69,447,27000,9/20/23,ISRAEL,Petah Tikva,RAAGGV,1580000,5/5/24,1
16314,49,226,4000,9/13/23,FRANCE,Bordeaux,T9KKVD,1980000,5/5/24,2
16315,20,416,73000,3/2/23,GERMANY,Hamburg,82JI8O,1810000,5/5/24,2
16316,34,342,86000,5/26/24,INDIA,Chennai,LJ59VP,485000,5/5/24,2
16317,40,335,93000,1/8/24,FRANCE,Paris,79PYEJ,1732000,5/5/24,2
16318,51,305,18000,7/10/23,CANADA,Montreal,TRH2CZ,1365000,5/5/24,2
16319,35,389,45000,4/20/23,GERMANY,Düsseldorf,R2N4FE,897000,5/5/24,2
16320,66,446,40000,6/8/24,INDIA,Chennai,9OIDPF,602000,5/5/24,2
16321,33,228,0,11/10/23,CHINA,Nanjing,XMBAGQ,414000,5/5/24,2
16322,52,452,31000,11/21/24,BRAZIL,Fortaleza,R8O8XN,1991000,5/5/24,2
16323,33,387,25000,9/13/23,GERMANY,Berlin,4O2VZT,610000,5/5/24,2
16324,11,361,29000,6/28/24,GERMANY,Berlin,QT4JOH,1115000,5/5/24,2
16325,4,50,96000,7/29/24,ISRAEL,Petah Tikva,AF0XT3,1402000,5/5/24,2
16326,28,262,79000,6/29/24,INDIA,Delhi,N605N0,1189000,5/5/24,2
16327,54,439,62000,5/16/23,JAPAN,Fukuoka,1G5U0A,867000,5/5/24,2
16328,14,4,77000,6/26/24,BRAZIL,Brasília,ZQUAAP,1039000,5/5/24,2
16329,75,12,44000,12/18/24,FRANCE,Paris,08PNSC,951000,5/5/24,2
16330,59,348,83000,7/30/23,ISRAEL,Haifa,3EUUL0,1372000,5/5/24,2
16331,73,105,83000,8/12/24,GERMANY,Munich,ZN4TI5,589000,5/5/24,2
16332,30,378,30000,7/16/24,SPAIN,Málaga,54DT7L,1031000,5/5/24,2
16333,17,41,88000,1/8/24,BRAZIL,Brasília,SXEF85,424000,5/5/24,2
16334,71,269,78000,3/1/23,ISRAEL,Petah Tikva,0V7LFQ,722000,5/5/24,2
16335,52,257,63000,9/13/24,SPAIN,Valencia,7OFSZY,1715000,5/5/24,2
16336,62,27,9000,4/12/23,INDIA,Hyderabad,TFV6SC,1087000,5/5/24,2
16337,8,157,6000,4/29/23,CANADA,Vancouver,YI9NTU,1743000,5/5/24,2
16338,57,393,28000,4/19/23,GERMANY,Berlin,O6FR03,807000,5/5/24,2
16339,73,26,36000,5/6/23,CANADA,Ottawa,IOPMT1,1042000,5/5/24,2
16340,62,125,97000,10/26/24,GERMANY,Düsseldorf,VYCDPS,1181000,5/5/24,2
16341,20,342,15000,12/18/23,CANADA,Calgary,DK206O,677000,5/5/24,2
16342,23,50,30000,3/9/23,FRANCE,Bordeaux,R45V5X,85000,5/5/24,2
16343,14,219,32000,1/19/24,BRAZIL,Rio de Janeiro,3Y5H4Z,993000,5/5/24,2
16344,31,234,5000,5/7/23,CHINA,Guangzhou,J14N3U,1791000,5/5/24,2
16345,2,408,29000,3/14/24,ISRAEL,Jerusalem,D5COE1,1566000,5/5/24,2
16346,66,230,18000,7/21/23,CANADA,Edmonton,3N4O35,242000,5/5/24,2
16347,51,89,6000,7/31/24,JAPAN,Osaka,1RQ39Z,1505000,5/5/24,2
16348,74,169,70000,4/28/23,ISRAEL,Tel Aviv,98KAQM,1071000,5/5/24,2
16349,18,106,38000,6/26/24,CANADA,Calgary,GCK7GM,1720000,5/5/24,2
16350,46,132,9000,7/29/23,CHINA,Shenzhen,FJKE66,427000,5/5/24,2
16351,51,39,12000,10/28/24,BRAZIL,Brasília,3SCNLX,1420000,5/5/24,2
